;Matricule;Annee_academique;Niveau;Cursus;Filiere;Age;Annee_naissance;Genre;Distance_domicile_ecole;Note_moy_CC_S1;Note_moy_SN_S1;Note_moy_CC_S2;Note_moy_SN_S2;Moyenne_S1;Moyenne_S2;Moyenne_annuelle;Nb_matieres_validees;Nb_credits_obtenus;Nb_matieres_non_validees;Nb_heures_cours_total;Nb_heures_presence;Nb_projets;Reussite;ratio_heure;encodage_dist_dom;prediction
5130;20G86791;2023/2024;4;SCI ING;EEAT;22;2001;F;<5km;12,25;10,36;8,65;12,54;11,11;10,98;11,05;18;54;2;420;338;4;1;0,8;2;1
5131;20G91083;2023/2024;3;SCI ING;EEAT;21;2002;M;>15km;13,28;10,83;12,89;10,27;11,81;11,32;11,56;19;57;1;420;394;4;1;0,94;2;1
5132;20G19634;2023/2024;4;SCI ING;GEE;20;2003;F;<5km;11,41;15,68;15,48;12,83;13,97;13,89;13,93;20;60;0;425;389;3;1;0,92;2;1
5133;20G59807;2023/2024;3;SCI ING;SDIA;22;2001;M;>15km;14,33;15,13;10,69;12,45;14,81;11,75;13,28;20;60;0;410;351;5;1;0,86;2;1
5134;20G61068;2023/2024;3;SCI ING;SDIA;21;2002;F;<5km;16,18;18,32;14,53;18,69;17,46;17,03;17,24;20;60;0;410;364;5;1;0,89;2;1
5135;20G21995;2023/2024;3;SCI ING;Energie;20;2003;F;5-15km;17,25;14,46;14,03;18,7;15,57;16,83;16,2;20;60;0;430;337;4;1;0,78;0;1
5136;20G57175;2023/2024;4;SCI ING;EEAT;21;2002;M;<5km;16,39;17,18;13,9;14,84;16,86;14,47;15,66;20;60;0;420;379;4;1;0,9;2;1
5137;20G64238;2023/2024;5;SCI ING;SDIA;24;1999;M;>15km;11,8;11,95;10,42;10,99;11,89;10,76;11,33;18;54;2;410;396;5;1;0,97;2;1
5138;20G78302;2023/2024;5;SCI ING;EEAT;23;2000;F;<5km;13,87;16,81;14,33;16,85;15,64;15,85;15,74;20;60;0;420;325;4;1;0,77;2;1
5139;20G42990;2023/2024;5;SCI ING;EEAT;23;2000;F;>15km;7,01;10,86;10,13;7,62;9,32;8,63;8,97;12;36;8;420;236;4;0;0,56;2;0
5140;20G59792;2023/2024;5;SCI ING;GEE;24;1999;F;5-15km;13,3;17,59;13,36;18,38;15,87;16,37;16,12;20;60;0;425;345;3;1;0,81;0;1
5141;20G89064;2023/2024;5;SCI ING;MEMA;25;1998;F;5-15km;12,19;13,95;13,62;15,04;13,25;14,47;13,86;20;60;0;415;311;4;1;0,75;0;1
5142;20G59290;2023/2024;5;SCI ING;GEE;24;1999;F;<5km;14,15;18,89;16,46;17,67;16,99;17,19;17,09;20;60;0;425;339;3;1;0,8;2;1
5143;20G37479;2023/2024;5;SCI ING;CIBI;24;1999;M;5-15km;14,55;13,68;13,05;13,19;14,03;13,14;13,58;20;60;0;420;321;4;1;0,76;0;1
5144;20G98208;2023/2024;5;SCI ING;MEMA;24;1999;F;<5km;1,4;5,16;1,98;3,14;3,66;2,67;3,17;10;30;10;415;187;4;0;0,45;2;0
5145;20G43119;2023/2024;5;SCI ING;MEMA;25;1998;F;5-15km;13,31;15,99;15,31;15,53;14,92;15,44;15,18;20;60;0;415;337;4;1;0,81;0;1
5146;20G59036;2023/2024;5;SCI ING;GEE;24;1999;M;5-15km;12,33;16,58;14,9;14,53;14,88;14,68;14,78;20;60;0;425;413;3;1;0,97;0;1
5147;20G21253;2023/2024;5;SCI ING;EEAT;23;2000;M;5-15km;13,02;12,85;14,09;16,68;12,92;15,64;14,28;20;60;0;420;398;4;1;0,95;0;1
5148;20G30989;2023/2024;5;SCI ING;Energie;24;1999;F;5-15km;13,8;16,09;15,65;14,89;15,17;15,2;15,18;20;60;0;430;369;4;1;0,86;0;1
5149;20G40389;2023/2024;5;SCI ING;EEAT;24;1999;M;<5km;9,28;9,76;4,15;5,76;9,57;5,12;7,34;11;33;9;420;311;4;0;0,74;2;0
5150;20G90492;2023/2024;5;SCI ING;GEE;23;2000;F;5-15km;15,61;17,59;18,2;19,23;16,8;18,82;17,81;20;60;0;425;395;3;1;0,93;0;1
5151;20G18200;2023/2024;5;SCI ING;SDIA;25;1998;M;5-15km;12,33;10,18;13,15;10,42;11,04;11,51;11,28;19;57;1;410;369;5;1;0,9;0;1
5152;20G48986;2023/2024;5;SCI ING;Energie;25;1998;M;>15km;15,77;15,64;12,18;16,41;15,69;14,72;15,2;20;60;0;430;360;4;1;0,84;2;1
5153;20G27556;2023/2024;5;SCI ING;SDIA;24;1999;M;5-15km;14,52;13,51;13,12;13,19;13,92;13,16;13,54;20;60;0;410;380;5;1;0,93;0;1
5154;21G56544;2023/2024;3;ING;GIT;20;2003;F;>15km;16,3;19,01;15,32;17,55;17,92;16,65;17,29;20;60;0;430;401;5;1;0,93;2;1
5155;21G68580;2023/2024;3;ING;GPR;19;2004;F;>15km;12,29;15,85;10,17;12,68;14,43;11,68;13,05;20;60;0;425;366;4;1;0,86;2;1
5156;21G47555;2023/2024;2;ING;Tronc_commun;20;2003;M;<5km;11,61;9,44;9,03;12,11;10,31;10,88;10,6;20;60;0;420;341;3;1;0,81;2;1
5157;21G93962;2023/2024;2;ING;Tronc_commun;20;2003;F;>15km;16,37;17,22;16,17;13,7;16,88;14,69;15,79;20;60;0;420;322;3;1;0,77;2;1
5158;21G90256;2023/2024;3;ING;GCI;21;2002;F;<5km;9,63;12,96;11,43;13,24;11,63;12,51;12,07;20;60;0;440;360;4;1;0,82;2;1
5159;21G20369;2023/2024;1;ING;Tronc_commun;19;2004;F;<5km;12,56;12,86;14,13;15,25;12,74;14,81;13,77;20;60;0;420;395;3;1;0,94;2;1
5160;21G51088;2023/2024;3;ING;GMP;20;2003;F;>15km;17,52;18,44;14,28;15,55;18,07;15,04;16,56;20;60;0;435;407;4;1;0,94;2;1
5161;21G45058;2023/2024;3;ING;GCI;21;2002;F;5-15km;10,64;10,59;9,84;13,74;10,61;12,18;11,4;18;54;2;440;356;4;1;0,81;0;1
5162;21G68313;2023/2024;2;ING;Tronc_commun;20;2003;F;5-15km;11,35;14,98;14,23;13,4;13,53;13,73;13,63;20;60;0;420;390;3;1;0,93;0;1
5163;21G31930;2023/2024;1;ING;Tronc_commun;19;2004;M;<5km;12,38;13,57;13,76;11,08;13,09;12,15;12,62;17;51;3;420;324;3;1;0,77;2;1
5164;21G40753;2023/2024;3;ING;GQHSE;21;2002;F;>15km;9,72;10,95;10,77;12,17;10,46;11,61;11,04;19;57;1;420;402;3;1;0,96;2;1
5165;21G20494;2023/2024;3;ING;GMP;19;2004;M;5-15km;13,42;13,62;12,97;14,21;13,54;13,72;13,63;20;60;0;435;401;4;1;0,92;0;1
5166;21G23501;2023/2024;2;ING;Tronc_commun;19;2004;M;5-15km;7,28;8,72;10,25;7,92;8,14;8,85;8,5;13;39;7;420;175;3;0;0,42;0;0
5167;21G81884;2023/2024;3;ING;GM;19;2004;M;5-15km;15,97;18,18;13,48;17,21;17,29;15,72;16,5;20;60;0;440;355;4;1;0,81;0;1
5168;21G78679;2023/2024;3;ING;GM;19;2004;M;5-15km;14,78;19,25;14,67;15,35;17,46;15,08;16,27;20;60;0;440;353;4;1;0,8;0;1
5169;21G91015;2023/2024;3;ING;GIT;19;2004;M;>15km;5,72;3,76;4,59;4,19;4,54;4,35;4,45;13;39;7;430;319;5;0;0,74;2;0
5170;21G61097;2023/2024;3;ING;GAM;20;2003;M;<5km;9,55;11,52;11,98;12,7;10,73;12,41;11,57;18;54;2;430;411;4;1;0,96;2;1
5171;21G47247;2023/2024;3;ING;GAM;20;2003;M;<5km;11,79;12,4;12,06;10,06;12,16;10,86;11,51;19;57;1;430;412;4;1;0,96;2;1
5172;21G79041;2023/2024;3;ING;GPR;19;2004;M;<5km;13,39;13,34;12,36;13,95;13,36;13,32;13,34;20;60;0;425;353;4;1;0,83;2;1
5173;21G96972;2023/2024;3;ING;GQHSE;20;2003;F;5-15km;16,51;17,79;14,5;19,19;17,28;17,31;17,3;20;60;0;420;378;3;1;0,9;0;1
5174;21G71235;2023/2024;3;ING;GESI;21;2002;F;>15km;12,33;10,45;8,89;12,22;11,2;10,89;11,04;19;57;1;425;372;5;1;0,88;2;1
5175;21G68306;2023/2024;3;ING;GMP;19;2004;M;>15km;10,25;14,24;9,94;10,29;12,65;10,15;11,4;18;54;2;435;425;4;1;0,98;2;1
5176;21G88326;2023/2024;3;ING;GQHSE;20;2003;F;>15km;12,82;11,58;12,17;12,35;12,07;12,28;12,18;20;60;0;420;407;3;1;0,97;2;1
5177;21G93858;2023/2024;2;ING;Tronc_commun;21;2002;F;5-15km;13,38;16,19;15,41;11,97;15,07;13,35;14,21;20;60;0;420;395;3;1;0,94;0;1
5178;21G73131;2023/2024;3;ING;GQHSE;21;2002;M;<5km;13,03;12,93;12,06;11,85;12,97;11,94;12,45;20;60;0;420;370;3;1;0,88;2;1
5179;21G67915;2023/2024;2;ING;Tronc_commun;20;2003;F;5-15km;12,32;15,08;16,24;15,95;13,98;16,06;15,02;20;60;0;420;361;3;1;0,86;0;1
5180;21G44053;2023/2024;3;ING;GM;19;2004;F;<5km;17,21;15,96;17,07;16,17;16,46;16,53;16,49;20;60;0;440;407;4;1;0,92;2;1
5181;21G10012;2023/2024;3;ING;GCI;21;2002;M;5-15km;16,54;17,59;16,84;16,95;17,17;16,91;17,04;20;60;0;440;410;4;1;0,93;0;1
5182;21G47586;2023/2024;3;ING;GE;20;2003;M;>15km;4,03;9,68;4,77;10,52;7,42;8,22;7,82;8;24;12;435;239;4;0;0,55;2;0
5183;21G74478;2023/2024;3;ING;GAM;20;2003;F;<5km;12,32;14,65;15,94;15,32;13,72;15,57;14,64;20;60;0;430;411;4;1;0,96;2;1
5184;21G66418;2023/2024;2;ING;Tronc_commun;20;2003;M;<5km;16,24;17,51;13,87;15,43;17,01;14,8;15,91;20;60;0;420;395;3;1;0,94;2;1
5185;21G81855;2023/2024;2;ING;Tronc_commun;20;2003;M;5-15km;6,48;5,86;5,66;2,79;6,11;3,94;5,02;8;24;12;420;296;3;0;0,7;0;0
5186;21G83472;2023/2024;3;ING;GMP;20;2003;F;<5km;13,51;13,03;10,86;15,25;13,22;13,49;13,36;20;60;0;435;402;4;1;0,92;2;1
5187;21G31400;2023/2024;2;ING;Tronc_commun;21;2002;F;5-15km;8;10,71;9,49;10,94;9,63;10,36;9,99;15;45;5;420;174;3;0;0,41;0;0
5188;21G38913;2023/2024;3;ING;GE;20;2003;M;5-15km;13,88;12,45;14,14;11,4;13,02;12,5;12,76;20;60;0;435;426;4;1;0,98;0;1
5189;21G91962;2023/2024;2;ING;Tronc_commun;19;2004;F;5-15km;16,46;15,56;17,12;16,31;15,92;16,63;16,28;20;60;0;420;380;3;1;0,9;0;1
5190;21G94994;2023/2024;3;ING;GQHSE;21;2002;F;5-15km;11,01;13,15;8,85;12,45;12,29;11,01;11,65;20;60;0;420;317;3;1;0,75;0;1
5191;21G34641;2023/2024;2;ING;Tronc_commun;19;2004;M;<5km;19,32;17,04;14,94;18,43;17,95;17,04;17,49;20;60;0;420;317;3;1;0,75;2;1
5192;21G47957;2023/2024;3;ING;Météorologie;19;2004;F;>15km;4,48;6,69;2,96;4,16;5,8;3,68;4,74;16;48;4;415;168;3;0;0,4;2;0
5193;21G69345;2023/2024;3;ING;GM;20;2003;F;<5km;14,75;14,12;15,19;17,37;14,37;16,5;15,44;20;60;0;440;358;4;1;0,81;2;1
5194;21G52027;2023/2024;3;ING;GQHSE;19;2004;M;<5km;16,97;14,83;15,53;17,19;15,68;16,53;16,11;20;60;0;420;385;3;1;0,92;2;1
5195;21G80119;2023/2024;3;ING;GAM;19;2004;M;<5km;14,21;13,72;11,16;10,78;13,92;10,93;12,42;20;60;0;430;340;4;1;0,79;2;1
5196;21G46977;2023/2024;3;ING;GAM;20;2003;M;>15km;13,37;15,74;14,53;12,91;14,79;13,56;14,18;20;60;0;430;381;4;1;0,89;2;1
5197;21G67464;2023/2024;3;ING;GESI;21;2002;M;<5km;9,66;11,99;9,66;12,34;11,06;11,27;11,16;18;54;2;425;414;5;1;0,97;2;1
5198;21G21822;2023/2024;3;ING;GESI;19;2004;M;5-15km;12,58;14,76;11,91;15,87;13,89;14,28;14,09;20;60;0;425;399;5;1;0,94;0;1
5199;21G38467;2023/2024;3;ING;GCI;20;2003;F;5-15km;15,97;17,04;16,29;14,37;16,61;15,14;15,88;20;60;0;440;418;4;1;0,95;0;1
5200;21G75325;2023/2024;3;ING;GMP;20;2003;F;>15km;13,68;18,17;16,98;16,1;16,37;16,46;16,42;20;60;0;435;410;4;1;0,94;2;1
5201;21G14159;2023/2024;2;ING;Tronc_commun;20;2003;M;<5km;11,17;11,01;11,69;12,57;11,08;12,22;11,65;20;60;0;420;335;3;1;0,8;2;1
5202;21G17345;2023/2024;3;ING;Météorologie;20;2003;F;<5km;12,97;13,69;14,31;15,43;13,4;14,98;14,19;20;60;0;415;341;3;1;0,82;2;1
5203;21G81197;2023/2024;3;ING;GE;20;2003;M;<5km;10,76;10,88;11,08;14,59;10,83;13,18;12,01;20;60;0;435;348;4;1;0,8;2;1
5204;21G42778;2023/2024;3;ING;GM;20;2003;M;<5km;13,18;15,25;14,08;18,16;14,42;16,53;15,47;20;60;0;440;373;4;1;0,85;2;1
5205;21G42631;2023/2024;2;ING;Tronc_commun;20;2003;F;<5km;15,54;14,23;17,22;15,25;14,75;16,04;15,4;20;60;0;420;319;3;1;0,76;2;1
5206;21G14392;2023/2024;3;ING;GESI;19;2004;F;>15km;11,08;10,87;12,5;12,14;10,95;12,28;11,62;18;54;2;425;380;5;1;0,89;2;1
5207;21G22315;2023/2024;1;ING;Tronc_commun;21;2002;M;5-15km;11,98;8,91;10,67;11,63;10,14;11,25;10,69;19;57;1;420;331;3;1;0,79;0;1
5208;21G61003;2023/2024;2;ING;Tronc_commun;21;2002;F;5-15km;8,75;10,13;8,82;12,26;9,58;10,89;10,23;19;57;1;420;355;3;1;0,85;0;1
5209;21G30789;2023/2024;2;ING;Tronc_commun;21;2002;M;>15km;11,54;16,61;12,16;14,1;14,58;13,32;13,95;20;60;0;420;321;3;1;0,76;2;1
5210;21G82034;2023/2024;3;ING;GPR;21;2002;M;5-15km;11,42;12,56;11,48;11,86;12,1;11,7;11,9;20;60;0;425;411;4;1;0,97;0;1
5211;21G73075;2023/2024;3;ING;GMP;21;2002;F;<5km;13,3;13,3;11,55;14,8;13,3;13,5;13,4;20;60;0;435;357;4;1;0,82;2;1
5212;21G57241;2023/2024;3;ING;GAM;19;2004;M;<5km;12,22;16,38;16,19;13,8;14,72;14,76;14,74;20;60;0;430;405;4;1;0,94;2;1
5213;21G40928;2023/2024;3;ING;GM;21;2002;F;5-15km;11,13;8,21;9,69;7,52;9,37;8,39;8,88;17;51;3;440;285;4;0;0,65;0;0
5214;21G11974;2023/2024;3;ING;GESI;19;2004;F;>15km;16,34;14,67;16,88;15,74;15,34;16,2;15,77;20;60;0;425;339;5;1;0,8;2;1
5215;21G25682;2023/2024;2;ING;Tronc_commun;20;2003;M;<5km;15,66;17,18;15,08;12,37;16,57;13,45;15,01;20;60;0;420;328;3;1;0,78;2;1
5216;21G15504;2023/2024;3;ING;GESI;21;2002;F;>15km;8,47;10,53;9,56;9,18;9,7;9,33;9,52;20;60;0;425;404;5;1;0,95;2;1
5217;21G88146;2023/2024;3;ING;GESI;19;2004;F;<5km;15,91;14,78;13,97;14,51;15,23;14,3;14,76;20;60;0;425;361;5;1;0,85;2;1
5218;21G42600;2023/2024;3;ING;GIT;19;2004;F;<5km;14,35;17,07;16,38;15,23;15,98;15,69;15,84;20;60;0;430;346;5;1;0,8;2;1
5219;21G99908;2023/2024;3;ING;GE;21;2002;F;>15km;18,24;18,4;18,29;15,9;18,34;16,85;17,6;20;60;0;435;333;4;1;0,77;2;1
5220;21G17871;2023/2024;3;ING;GQHSE;19;2004;F;>15km;8,96;11,33;9,01;13,5;10,38;11,7;11,04;20;60;0;420;370;3;1;0,88;2;1
5221;21G30174;2023/2024;3;ING;GM;21;2002;M;<5km;10,29;13,9;10,53;14,66;12,46;13,01;12,73;20;60;0;440;411;4;1;0,93;2;1
5222;21G73942;2023/2024;2;ING;Tronc_commun;19;2004;F;>15km;12,1;16,29;12,89;13,47;14,61;13,24;13,92;20;60;0;420;360;3;1;0,86;2;1
5223;21G94495;2023/2024;3;ING;GESI;20;2003;F;>15km;15,87;19,56;14,65;15,77;18,09;15,32;16,7;20;60;0;425;387;5;1;0,91;2;1
5224;21G35292;2023/2024;2;ING;Tronc_commun;19;2004;F;5-15km;10,11;10,21;10,19;10,93;10,17;10,63;10,4;19;57;1;420;386;3;1;0,92;0;1
5225;21G27659;2023/2024;1;ING;Tronc_commun;20;2003;M;5-15km;17,39;17,24;16,09;17,09;17,3;16,69;16,99;18;54;2;420;400;3;1;0,95;0;1
5226;21G67344;2023/2024;2;ING;Tronc_commun;21;2002;F;>15km;10,87;14,08;10,51;14,93;12,79;13,16;12,98;20;60;0;420;366;3;1;0,87;2;1
5227;21G74237;2023/2024;3;ING;GAM;19;2004;M;>15km;13,28;11,96;14,22;15,32;12,49;14,88;13,68;20;60;0;430;388;4;1;0,9;2;1
5228;21G55569;2023/2024;3;ING;GMP;20;2003;F;5-15km;9,29;11,49;12,18;9,83;10,61;10,77;10,69;19;57;1;435;336;4;1;0,77;0;1
5229;21G88470;2023/2024;3;ING;GPR;21;2002;M;<5km;3,48;6,75;0,69;2,71;5,44;1,91;3,67;9;27;11;425;287;4;0;0,68;2;0
5230;21G79617;2023/2024;3;ING;GMP;19;2004;F;5-15km;17,64;18,53;14,26;16,59;18,18;15,66;16,92;20;60;0;435;424;4;1;0,97;0;1
5231;21G44517;2023/2024;3;ING;GIT;21;2002;F;5-15km;17,92;18,81;19,67;17,75;18,46;18,52;18,49;20;60;0;430;336;5;1;0,78;0;1
5232;21G10094;2023/2024;3;ING;GESI;21;2002;F;>15km;17,15;16,84;16,37;15,47;16,96;15,83;16,39;20;60;0;425;328;5;1;0,77;2;1
5233;21G34318;2023/2024;2;ING;Tronc_commun;19;2004;F;>15km;13,26;11,82;8,41;14,13;12,4;11,84;12,12;20;60;0;420;363;3;1;0,86;2;1
5234;21G41298;2023/2024;3;ING;GM;20;2003;M;>15km;16,43;15,2;16,77;19,68;15,69;18,51;17,1;20;60;0;440;333;4;1;0,76;2;1
5235;21G80642;2023/2024;2;ING;Tronc_commun;20;2003;M;>15km;14,91;16,7;15,6;19,23;15,99;17,78;16,88;20;60;0;420;363;3;1;0,86;2;1
5236;21G99551;2023/2024;3;ING;GPR;20;2003;M;>15km;14,67;11,82;11,01;11,69;12,96;11,42;12,19;20;60;0;425;386;4;1;0,91;2;1
5237;21G47110;2023/2024;3;ING;GPR;20;2003;F;>15km;15,59;14,7;12,31;16,23;15,05;14,66;14,86;20;60;0;425;347;4;1;0,82;2;1
5238;21G52208;2023/2024;2;ING;Tronc_commun;19;2004;M;>15km;15,74;16,24;16,95;15,71;16,04;16,21;16,12;20;60;0;420;318;3;1;0,76;2;1
5239;21G96362;2023/2024;3;ING;GMP;19;2004;M;<5km;12,04;12,01;12,45;14,35;12,03;13,59;12,81;20;60;0;435;365;4;1;0,84;2;1
5240;21G33414;2023/2024;3;ING;GCI;19;2004;M;<5km;10,98;12,64;11,46;11,05;11,97;11,22;11,6;19;57;1;440;343;4;1;0,78;2;1
5241;21G73618;2023/2024;3;ING;GAM;19;2004;M;<5km;15,45;14,34;11,97;12,46;14,78;12,27;13,52;20;60;0;430;415;4;1;0,97;2;1
5242;21G84843;2023/2024;3;ING;GQHSE;21;2002;F;>15km;14,51;15,42;17,42;14,83;15,06;15,87;15,46;20;60;0;420;366;3;1;0,87;2;1
5243;21G74213;2023/2024;3;ING;GQHSE;21;2002;F;<5km;14,69;13,91;13,85;18,22;14,22;16,47;15,34;20;60;0;420;365;3;1;0,87;2;1
5244;21G58018;2023/2024;3;ING;GAM;19;2004;M;<5km;8,15;11,47;10,27;8,71;10,14;9,33;9,74;11;33;9;430;226;4;0;0,53;2;0
5245;21G37359;2023/2024;3;ING;GIT;21;2002;F;<5km;15,19;15,31;15,92;13,73;15,26;14,61;14,93;20;60;0;430;355;5;1;0,83;2;1
5246;21G71349;2023/2024;3;ING;GM;21;2002;M;5-15km;13,72;15,69;17,31;16,62;14,9;16,9;15,9;20;60;0;440;426;4;1;0,97;0;1
5247;21G83140;2023/2024;3;ING;GCI;21;2002;F;5-15km;16,4;16,74;13,49;16,38;16,6;15,22;15,91;20;60;0;440;355;4;1;0,81;0;1
5248;21G17641;2023/2024;2;ING;Tronc_commun;21;2002;F;>15km;7,49;8,28;9,64;9,96;7,96;9,83;8,9;11;33;9;420;171;3;0;0,41;2;0
5249;21G15328;2023/2024;3;ING;GIT;21;2002;M;5-15km;12,09;11,45;8,77;11,36;11,71;10,32;11,02;20;60;0;430;347;5;1;0,81;0;1
5250;21G20215;2023/2024;3;ING;GE;19;2004;M;<5km;7,07;4,49;1,6;8,14;5,52;5,52;5,52;9;27;11;435;312;4;0;0,72;2;0
5251;21G40279;2023/2024;3;ING;GESI;21;2002;F;<5km;11,08;14,35;10,82;12,87;13,04;12,05;12,55;20;60;0;425;371;5;1;0,87;2;1
5252;21G35312;2023/2024;3;ING;GIT;21;2002;M;>15km;13,41;13,58;10,32;15,28;13,51;13,3;13,4;20;60;0;430;333;5;1;0,77;2;1
5253;21G33448;2023/2024;3;ING;GPR;21;2002;F;>15km;13,61;15,24;12,77;15,39;14,59;14,34;14,46;20;60;0;425;331;4;1;0,78;2;1
5254;21G23829;2023/2024;3;ING;GE;21;2002;F;>15km;8,81;10,19;7,33;6,73;9,64;6,97;8,31;13;39;7;435;202;4;0;0,46;2;0
5255;21G70125;2023/2024;2;ING;Tronc_commun;21;2002;F;<5km;5,28;4,22;7,75;8,42;4,64;8,15;6,4;17;51;3;420;173;3;0;0,41;2;0
5256;21G31864;2023/2024;2;ING;Tronc_commun;19;2004;F;>15km;15,44;13,72;14,12;14,53;14,41;14,36;14,39;20;60;0;420;333;3;1;0,79;2;1
5257;21G54238;2023/2024;3;ING;Météorologie;21;2002;M;>15km;9,59;6,82;6,94;6,59;7,93;6,73;7,33;11;33;9;415;311;3;0;0,75;2;0
5258;21G88632;2023/2024;3;ING;GAM;20;2003;F;5-15km;14,81;19,42;14,67;15,39;17,57;15,11;16,34;20;60;0;430;387;4;1;0,9;0;1
5259;21G82100;2023/2024;3;ING;GPR;20;2003;F;5-15km;12,74;14,35;10,35;12,55;13,71;11,67;12,69;20;60;0;425;363;4;1;0,85;0;1
5260;21G93000;2023/2024;3;ING;GMP;20;2003;F;>15km;9,38;10,57;13,14;14,69;10,09;14,07;12,08;20;60;0;435;341;4;1;0,78;2;1
5261;21G41551;2023/2024;3;ING;GCI;21;2002;M;5-15km;5,38;8,2;3,27;7,6;7,07;5,87;6,47;10;30;10;440;265;4;0;0,6;0;0
5262;21G82120;2023/2024;3;ING;GQHSE;21;2002;F;5-15km;15,33;19,89;16,86;19,8;18,06;18,62;18,34;20;60;0;420;359;3;1;0,85;0;1
5263;21G69297;2023/2024;3;ING;Météorologie;20;2003;F;<5km;15,26;15,85;14,34;14,33;15,62;14,33;14,97;20;60;0;415;386;3;1;0,93;2;1
5264;21G14543;2023/2024;3;ING;GAM;20;2003;M;>15km;14,63;18,18;18,92;18,47;16,76;18,65;17,7;20;60;0;430;401;4;1;0,93;2;1
5265;21G27705;2023/2024;2;ING;Tronc_commun;20;2003;M;5-15km;9,79;10,58;11,07;11,46;10,26;11,31;10,78;19;57;1;420;304;3;0;0,72;0;1
5266;21G39083;2023/2024;3;ING;GIT;19;2004;F;<5km;9,12;11,48;11,33;10,21;10,53;10,66;10,59;20;60;0;430;331;5;1;0,77;2;1
5267;21G46170;2023/2024;3;ING;GIT;21;2002;M;<5km;13,34;14,88;14,05;12,38;14,26;13,05;13,66;20;60;0;430;359;5;1;0,83;2;1
5268;21G14946;2023/2024;3;ING;GESI;20;2003;F;<5km;12,13;14,58;12,05;11,36;13,6;11,63;12,62;20;60;0;425;361;5;1;0,85;2;1
5269;21G28141;2023/2024;2;ING;Tronc_commun;20;2003;F;>15km;8,94;12,15;9,82;12,06;10,86;11,16;11,01;20;60;0;420;341;3;1;0,81;2;1
5270;21G42749;2023/2024;1;ING;Tronc_commun;19;2004;F;5-15km;16,78;15,57;15,06;17,43;16,05;16,48;16,27;20;60;0;420;351;3;1;0,84;0;1
5271;21G22046;2023/2024;3;ING;Météorologie;21;2002;F;>15km;9,75;11,35;11,56;9,36;10,71;10,24;10,47;19;57;1;415;392;3;1;0,94;2;1
5272;21G38499;2023/2024;3;ING;GPR;21;2002;M;>15km;12,15;13,36;12,56;12,66;12,87;12,62;12,75;20;60;0;425;332;4;1;0,78;2;1
5273;21G52558;2023/2024;1;ING;Tronc_commun;20;2003;M;5-15km;5,39;10,55;6,07;7,13;8,48;6,7;7,59;14;42;6;420;322;3;0;0,77;0;0
5274;21G85527;2023/2024;3;ING;GE;19;2004;F;<5km;8,8;10,22;10,88;11,34;9,65;11,16;10,4;20;60;0;435;393;4;1;0,9;2;1
5275;21G85534;2023/2024;2;ING;Tronc_commun;20;2003;M;<5km;14,65;17,63;17,67;18,2;16,44;17,98;17,21;20;60;0;420;358;3;1;0,85;2;1
5276;21G53829;2023/2024;2;ING;Tronc_commun;20;2003;F;5-15km;8,25;8,73;9,42;8,73;8,54;9;8,77;18;54;2;420;356;3;1;0,85;0;1
5277;21G25799;2023/2024;3;ING;GAM;19;2004;M;>15km;12,32;13,79;10,38;11,99;13,2;11,34;12,27;20;60;0;430;416;4;1;0,97;2;1
5278;21G92862;2023/2024;3;ING;GPR;20;2003;M;5-15km;16,26;12,99;15,6;14,77;14,3;15,1;14,7;20;60;0;425;320;4;1;0,75;0;1
5279;21G78731;2023/2024;3;ING;GE;19;2004;F;>15km;19,6;17,4;19,55;16,37;18,28;17,64;17,96;20;60;0;435;394;4;1;0,91;2;1
5280;21G84044;2023/2024;3;ING;Météorologie;19;2004;F;>15km;9,77;13,43;10,42;9,57;11,97;9,91;10,94;20;60;0;415;350;3;1;0,84;2;1
5281;21G38940;2023/2024;3;ING;GE;19;2004;M;>15km;12,24;10,8;13,04;11,16;11,37;11,91;11,64;20;60;0;435;365;4;1;0,84;2;1
5282;21G61495;2023/2024;2;ING;Tronc_commun;20;2003;M;<5km;12,6;10,89;11,77;12,06;11,58;11,94;11,76;19;57;1;420;400;3;1;0,95;2;1
5283;21G66614;2023/2024;3;ING;GMP;20;2003;F;<5km;11,81;9,43;8,41;9,6;10,38;9,12;9,75;19;57;1;435;336;4;1;0,77;2;1
5284;21G27326;2023/2024;3;ING;GCI;20;2003;M;5-15km;16,11;12,34;13,47;14,1;13,85;13,85;13,85;20;60;0;440;364;4;1;0,83;0;1
5285;21G84899;2023/2024;3;ING;GE;21;2002;M;>15km;14,13;10,75;13,53;11,92;12,1;12,56;12,33;20;60;0;435;364;4;1;0,84;2;1
5286;21G62322;2023/2024;3;ING;GESI;20;2003;M;5-15km;11,88;11,83;10,93;12,85;11,85;12,08;11,97;18;54;2;425;399;5;1;0,94;0;1
5287;21G75774;2023/2024;3;ING;GPR;20;2003;M;<5km;11,79;10,52;12,49;11,22;11,03;11,73;11,38;19;57;1;425;335;4;1;0,79;2;1
5288;21G73035;2023/2024;3;ING;Météorologie;21;2002;M;5-15km;15,77;18,22;17,73;17,42;17,24;17,55;17,39;20;60;0;415;402;3;1;0,97;0;1
5289;21G61815;2023/2024;3;ING;Météorologie;21;2002;M;>15km;17,9;19,62;16,04;15,24;18,93;15,56;17,24;20;60;0;415;384;3;1;0,93;2;1
