Matricule,Annee_academique,Niveau,Cursus,Filiere,Age,Annee_naissance,Genre,Distance_domicile_ecole,Travaille,Note_moy_CC_S1,Note_moy_SN_S1,Note_moy_CC_S2,Note_moy_SN_S2,Moyenne_S1,Moyenne_S2,Moyenne_annuelle,Nb_matieres_validees,Nb_credits_obtenus,Nb_matieres_non_validees,Nb_heures_cours_total,Nb_heures_presence,Nb_projets,Reussite
20G69303,2023/2024,3,ING,GPR,21,2002,M,5-15km,NON,11.97,12.38,14.82,14.65,12.22,14.72,13.47,20,60,0,425,403,4,1
20G15856,2023/2024,3,ING,GESI,22,2001,M,<5km,NON,9.45,9.88,7.28,8.7,9.71,8.13,8.92,8,24,12,425,220,5,0
20G54967,2023/2024,4,ING,GMP,22,2001,M,>15km,OUI,12.98,13.82,13.13,13.43,13.49,13.31,13.4,19,57,1,435,241,4,1
20G31542,2023/2024,1,ING,Tronc_commun,22,2001,M,>15km,NON,16.97,15.4,17.32,15.44,16.03,16.19,16.11,18,54,2,420,362,3,1
20G32865,2023/2024,4,ING,GQHSE,22,2001,M,5-15km,NON,15.48,18.99,18.21,15.48,17.58,16.57,17.08,19,57,1,420,407,4,1
20G83380,2023/2024,4,ING,GE,21,2002,F,<5km,NON,17.91,16.68,16.55,18.66,17.17,17.81,17.49,18,54,2,435,417,4,1
20G63090,2023/2024,4,ING,GPR,22,2001,M,<5km,NON,12.27,15.63,15.43,16.26,14.28,15.93,15.11,18,54,2,425,353,4,1
20G93948,2023/2024,4,ING,GCI,22,2001,F,5-15km,NON,15.05,12.62,15.12,12.86,13.59,13.76,13.68,19,57,1,440,399,4,1
20G13826,2023/2024,4,ING,GMP,22,2001,M,5-15km,NON,9.88,9.99,11.06,7.98,9.95,9.21,9.58,14,42,6,435,205,4,0
20G87621,2023/2024,4,ING,GAM,21,2002,F,<5km,NON,17.43,18.55,17.99,19.14,18.1,18.68,18.39,20,60,0,430,403,4,1
20G38153,2023/2024,4,ING,GQHSE,20,2003,F,>15km,NON,8.39,11.76,11.45,10.5,10.41,10.88,10.65,14,42,6,420,297,4,0
20G18200,2023/2024,3,ING,GCI,22,2001,M,>15km,NON,13.88,13.82,10.8,14.1,13.84,12.78,13.31,19,57,1,440,340,4,1
20G34505,2023/2024,2,ING,Tronc_commun,21,2002,F,<5km,NON,3.62,4.59,3.9,5.8,4.2,5.04,4.62,9,27,11,420,210,3,0
20G69972,2023/2024,4,ING,GMP,20,2003,F,>15km,NON,14.31,17.05,14.72,14.15,15.96,14.38,15.17,19,57,1,435,406,4,1
20G74157,2023/2024,3,ING,GQHSE,22,2001,F,>15km,NON,10.11,8.46,10.53,10.46,9.12,10.49,9.8,11,33,9,420,259,4,0
20G60939,2023/2024,4,ING,Météorologie,22,2001,F,>15km,NON,10.54,8.78,8.33,11.08,9.48,9.98,9.73,20,60,0,415,329,4,1
20G24972,2023/2024,4,ING,GIT,21,2002,F,5-15km,OUI,10.1,8.28,8.46,10.89,9.01,9.92,9.46,19,57,1,430,283,5,1
20G90918,2023/2024,3,ING,GAM,20,2003,F,>15km,OUI,6.3,5.28,7.65,7.47,5.69,7.54,6.62,9,27,11,430,242,4,0
20G87354,2023/2024,4,ING,GESI,20,2003,M,5-15km,OUI,3.96,7.25,3.81,5.11,5.93,4.59,5.26,13,39,7,425,256,5,0
20G25448,2023/2024,4,ING,GMP,20,2003,F,<5km,NON,7.0,9.0,9.25,9.09,8.2,9.15,8.68,17,51,3,435,244,4,0
20G33992,2023/2024,3,ING,GQHSE,21,2002,M,>15km,NON,14.26,13.15,15.81,13.91,13.59,14.67,14.13,19,57,1,420,356,4,1
20G60916,2023/2024,3,ING,GQHSE,21,2002,M,>15km,NON,15.76,16.15,19.34,20.0,16.0,19.74,17.87,20,60,0,420,335,4,1
20G60293,2023/2024,4,ING,GAM,21,2002,M,5-15km,NON,15.38,14.09,13.37,15.73,14.61,14.79,14.7,20,60,0,430,395,4,1
20G93296,2023/2024,3,ING,GIT,22,2001,M,>15km,NON,13.02,14.74,12.68,13.37,14.05,13.1,13.57,20,60,0,430,414,5,1
20G31871,2023/2024,4,ING,GAM,21,2002,F,<5km,NON,14.91,11.58,11.78,12.06,12.91,11.95,12.43,18,54,2,430,368,4,1
20G34523,2023/2024,4,ING,GAM,21,2002,F,>15km,NON,10.02,11.66,9.24,12.32,11.0,11.09,11.05,20,60,0,430,382,4,1
20G17026,2023/2024,4,ING,GCI,21,2002,M,5-15km,NON,14.29,11.77,10.6,14.65,12.78,13.03,12.9,18,54,2,440,346,4,1
20G27895,2023/2024,4,ING,GPR,20,2003,F,>15km,OUI,11.96,14.81,12.28,15.3,13.67,14.09,13.88,18,54,2,425,301,4,1
20G76248,2023/2024,3,ING,GCI,22,2001,F,5-15km,NON,5.97,4.76,4.83,6.22,5.25,5.66,5.45,15,45,5,440,283,4,0
20G99744,2023/2024,4,ING,GQHSE,21,2002,F,>15km,NON,16.87,14.11,13.85,13.71,15.21,13.77,14.49,18,54,2,420,333,4,1
20G68176,2023/2024,4,ING,GMP,21,2002,M,<5km,NON,14.84,15.98,14.73,13.09,15.52,13.75,14.64,18,54,2,435,398,4,1
20G84107,2023/2024,4,ING,GCI,20,2003,M,5-15km,NON,12.65,14.28,13.98,14.87,13.63,14.51,14.07,20,60,0,440,370,4,1
20G14285,2023/2024,4,ING,GPR,21,2002,M,>15km,OUI,4.58,3.81,3.74,4.62,4.12,4.27,4.2,17,51,3,425,311,4,0
20G47836,2023/2024,3,ING,GIT,20,2003,F,>15km,NON,16.22,18.5,16.98,17.6,17.59,17.36,17.47,19,57,1,430,388,5,1
20G74921,2023/2024,3,ING,GM,22,2001,M,>15km,NON,12.42,11.49,11.5,12.48,11.86,12.09,11.97,18,54,2,440,376,4,1
20G24969,2023/2024,2,ING,Tronc_commun,21,2002,F,>15km,NON,16.34,16.81,18.13,17.62,16.63,17.82,17.22,18,54,2,420,324,3,1
20G15453,2023/2024,4,ING,GESI,22,2001,F,>15km,NON,17.72,18.63,18.75,19.7,18.27,19.32,18.79,19,57,1,425,411,5,1
20G38644,2023/2024,4,ING,GIT,21,2002,M,>15km,NON,5.54,4.38,4.18,4.21,4.84,4.2,4.52,15,45,5,430,312,5,0
20G95678,2023/2024,4,ING,GAM,20,2003,F,<5km,NON,14.5,12.7,12.89,14.3,13.42,13.73,13.58,19,57,1,430,406,4,1
20G68947,2023/2024,3,ING,GMP,21,2002,F,<5km,OUI,13.81,12.57,12.88,14.08,13.06,13.6,13.33,19,57,1,435,296,4,1
20G67549,2023/2024,3,ING,GQHSE,20,2003,M,<5km,NON,13.34,15.07,15.64,14.83,14.38,15.15,14.76,18,54,2,420,389,4,1
20G87060,2023/2024,4,ING,GM,22,2001,F,>15km,NON,9.92,10.6,9.51,9.43,10.33,9.46,9.9,19,57,1,440,390,4,1
20G89988,2023/2024,3,ING,GESI,22,2001,F,<5km,NON,11.96,10.18,12.41,10.18,10.89,11.07,10.98,19,57,1,425,352,5,1
20G90760,2023/2024,4,ING,GAM,20,2003,M,<5km,NON,10.81,15.09,12.34,13.31,13.38,12.92,13.15,18,54,2,430,368,4,1
20G17780,2023/2024,4,ING,GPR,22,2001,F,>15km,NON,11.86,12.84,13.73,12.49,12.45,12.99,12.72,20,60,0,425,329,4,1
20G46842,2023/2024,4,ING,GPR,22,2001,M,5-15km,NON,11.62,10.39,9.86,10.4,10.88,10.19,10.53,18,54,2,425,322,4,1
20G48356,2023/2024,2,ING,Tronc_commun,21,2002,F,>15km,NON,15.03,15.15,12.82,15.54,15.1,14.45,14.78,18,54,2,420,407,3,1
20G99037,2023/2024,2,ING,Tronc_commun,20,2003,M,5-15km,NON,11.8,12.97,10.1,11.28,12.5,10.81,11.66,20,60,0,420,406,3,1
20G17770,2023/2024,4,ING,GMP,21,2002,M,>15km,NON,14.26,17.06,17.66,15.47,15.94,16.35,16.14,20,60,0,435,390,4,1
20G27392,2023/2024,3,ING,GESI,20,2003,M,>15km,NON,15.35,14.56,15.69,17.12,14.87,16.55,15.71,19,57,1,425,399,5,1
20G52217,2023/2024,4,ING,GESI,20,2003,F,5-15km,NON,11.14,11.86,11.27,11.81,11.57,11.59,11.58,18,54,2,425,368,5,1
20G28634,2023/2024,4,ING,GCI,22,2001,F,>15km,NON,17.35,17.77,16.16,16.48,17.6,16.35,16.97,19,57,1,440,389,4,1
20G64293,2023/2024,3,ING,GQHSE,21,2002,F,<5km,OUI,16.41,14.51,17.65,16.47,15.27,16.95,16.11,18,54,2,420,240,4,1
20G93050,2023/2024,3,ING,GQHSE,20,2003,F,>15km,OUI,15.37,14.69,15.42,13.35,14.96,14.18,14.57,19,57,1,420,298,4,1
20G46467,2023/2024,4,ING,GIT,22,2001,F,5-15km,NON,11.87,14.94,13.29,13.97,13.71,13.7,13.71,18,54,2,430,356,5,1
20G73968,2023/2024,3,ING,GIT,21,2002,M,>15km,NON,15.64,14.59,16.95,14.76,15.01,15.63,15.32,19,57,1,430,410,5,1
20G22208,2023/2024,2,ING,Tronc_commun,22,2001,F,>15km,NON,14.59,16.07,15.82,12.72,15.48,13.96,14.72,20,60,0,420,394,3,1
20G97050,2023/2024,3,ING,GE,22,2001,F,<5km,NON,13.3,12.76,13.91,12.88,12.98,13.29,13.13,20,60,0,435,336,4,1
20G80048,2023/2024,4,ING,GQHSE,21,2002,M,5-15km,NON,8.56,10.19,8.56,11.03,9.54,10.04,9.79,19,57,1,420,319,4,1
20G37767,2023/2024,3,ING,GMP,21,2002,F,5-15km,NON,11.79,14.05,14.84,12.82,13.15,13.63,13.39,20,60,0,435,359,4,1
20G47171,2023/2024,4,ING,GCI,21,2002,M,>15km,OUI,14.1,13.44,14.29,13.78,13.7,13.98,13.84,18,54,2,440,340,4,1
20G73614,2023/2024,4,ING,GPR,21,2002,M,<5km,NON,10.24,12.25,11.44,12.83,11.44,12.28,11.86,19,57,1,425,340,4,1
20G23051,2023/2024,4,ING,GQHSE,22,2001,F,<5km,NON,11.71,14.3,14.14,13.42,13.27,13.71,13.49,18,54,2,420,367,4,1
20G26284,2023/2024,2,ING,Tronc_commun,20,2003,F,5-15km,NON,10.26,10.5,10.62,10.06,10.4,10.28,10.34,20,60,0,420,327,3,1
20G10088,2023/2024,3,ING,GCI,21,2002,M,>15km,NON,17.07,18.45,19.46,19.19,17.9,19.3,18.6,20,60,0,440,411,4,1
20G27290,2023/2024,3,ING,Météorologie,22,2001,F,<5km,NON,10.09,11.8,9.69,11.58,11.11,10.83,10.97,20,60,0,415,350,4,1
20G45916,2023/2024,3,ING,GIT,20,2003,F,5-15km,NON,5.76,7.95,4.54,6.1,7.08,5.47,6.28,17,51,3,430,291,5,0
20G20803,2023/2024,3,ING,GQHSE,21,2002,M,<5km,NON,7.4,7.25,5.09,7.61,7.31,6.6,6.96,10,30,10,420,186,4,0
20G61949,2023/2024,3,ING,GIT,22,2001,F,>15km,NON,13.96,17.26,15.33,14.72,15.94,14.96,15.45,18,54,2,430,361,5,1
20G40689,2023/2024,4,ING,Météorologie,21,2002,M,>15km,OUI,10.2,11.58,11.85,11.57,11.03,11.68,11.35,19,57,1,415,274,4,1
20G22475,2023/2024,4,ING,GQHSE,20,2003,M,5-15km,NON,14.8,14.89,15.51,14.73,14.85,15.04,14.95,20,60,0,420,348,4,1
20G20215,2023/2024,1,ING,Tronc_commun,20,2003,M,>15km,NON,11.84,12.7,11.98,13.32,12.36,12.79,12.57,18,54,2,420,353,3,1
20G99126,2023/2024,4,ING,GPR,21,2002,M,<5km,OUI,10.01,9.67,7.19,9.92,9.81,8.83,9.32,18,54,2,425,332,4,1
20G55032,2023/2024,3,ING,GMP,20,2003,F,>15km,NON,12.79,12.59,9.85,10.79,12.67,10.41,11.54,19,57,1,435,330,4,1
20G27324,2023/2024,3,ING,GCI,21,2002,M,<5km,NON,16.97,14.56,13.6,14.67,15.53,14.24,14.89,19,57,1,440,408,4,1
20G60209,2023/2024,2,ING,Tronc_commun,20,2003,M,<5km,NON,6.85,9.16,9.84,7.69,8.24,8.55,8.39,15,45,5,420,240,3,0
20G51071,2023/2024,4,ING,GAM,21,2002,F,<5km,NON,11.31,11.13,11.68,13.18,11.2,12.58,11.89,20,60,0,430,395,4,1
20G60164,2023/2024,4,ING,GE,20,2003,M,<5km,NON,16.5,14.87,17.39,14.79,15.52,15.83,15.67,18,54,2,435,350,4,1
20G79534,2023/2024,4,ING,GCI,22,2001,M,>15km,NON,8.05,8.05,8.46,9.01,8.05,8.79,8.42,19,57,1,440,192,4,0
20G95199,2023/2024,3,ING,GAM,20,2003,F,5-15km,NON,18.28,18.42,19.37,18.61,18.36,18.91,18.64,19,57,1,430,407,4,1
20G37925,2023/2024,2,ING,Tronc_commun,22,2001,M,5-15km,NON,15.41,17.22,13.64,15.17,16.49,14.56,15.52,18,54,2,420,405,3,1
20G90750,2023/2024,4,ING,GQHSE,22,2001,F,<5km,NON,13.84,17.41,16.31,16.32,15.98,16.32,16.15,18,54,2,420,333,4,1
20G21362,2023/2024,4,ING,GIT,20,2003,M,<5km,OUI,13.36,13.2,13.66,14.36,13.26,14.08,13.67,18,54,2,430,245,5,1
20G87276,2023/2024,3,ING,GESI,22,2001,F,5-15km,NON,12.07,13.59,12.22,12.65,12.98,12.48,12.73,18,54,2,425,391,5,1
20G66280,2023/2024,4,ING,GESI,21,2002,M,<5km,NON,7.64,7.74,6.17,5.46,7.7,5.75,6.72,19,57,1,425,219,5,0
20G46302,2023/2024,4,ING,GESI,22,2001,M,<5km,NON,13.66,14.25,14.15,13.72,14.01,13.9,13.95,19,57,1,425,404,5,1
20G82534,2023/2024,2,ING,Tronc_commun,22,2001,F,>15km,NON,8.57,11.39,9.72,9.5,10.26,9.59,9.93,20,60,0,420,352,3,1
20G13515,2023/2024,3,ING,GIT,22,2001,F,<5km,NON,13.26,11.38,9.59,11.31,12.13,10.62,11.38,19,57,1,430,391,5,1
20G77862,2023/2024,4,ING,GMP,22,2001,M,>15km,OUI,10.24,12.46,11.48,9.75,11.57,10.44,11.01,19,57,1,435,326,4,1
20G61347,2023/2024,1,ING,Tronc_commun,21,2002,M,<5km,NON,12.02,13.67,12.83,13.46,13.01,13.21,13.11,18,54,2,420,334,3,1
20G74865,2023/2024,4,ING,GQHSE,21,2002,M,<5km,NON,18.52,16.97,18.39,16.17,17.59,17.05,17.32,18,54,2,420,316,4,1
20G75481,2023/2024,3,ING,GCI,22,2001,M,>15km,OUI,11.59,14.25,13.99,14.11,13.19,14.06,13.62,20,60,0,440,244,4,1
20G11581,2023/2024,4,ING,GIT,21,2002,F,<5km,NON,15.15,12.7,15.17,13.51,13.68,14.17,13.93,20,60,0,430,372,5,1
20G60703,2023/2024,4,ING,GM,22,2001,F,5-15km,NON,11.66,14.72,12.91,14.01,13.5,13.57,13.53,19,57,1,440,343,4,1
20G81612,2023/2024,3,ING,GQHSE,22,2001,M,5-15km,OUI,12.3,13.22,10.82,11.17,12.85,11.03,11.94,19,57,1,420,315,4,1
20G19567,2023/2024,3,ING,GPR,20,2003,M,<5km,NON,16.05,16.2,15.18,15.79,16.14,15.55,15.84,18,54,2,425,370,4,1
20G44365,2023/2024,3,ING,GPR,20,2003,M,<5km,NON,14.02,16.71,13.92,14.44,15.63,14.23,14.93,20,60,0,425,338,4,1
20G62163,2023/2024,3,ING,GAM,22,2001,F,>15km,NON,12.37,13.99,13.26,11.44,13.34,12.17,12.75,18,54,2,430,338,4,1
20G75673,2023/2024,4,ING,GE,21,2002,F,>15km,NON,12.04,13.16,11.57,12.01,12.71,11.83,12.27,18,54,2,435,348,4,1
20G62727,2023/2024,4,ING,GPR,20,2003,M,5-15km,NON,15.74,13.66,16.08,14.56,14.49,15.17,14.83,20,60,0,425,373,4,1
20G20957,2023/2024,4,ING,GPR,21,2002,M,>15km,OUI,14.51,17.73,16.93,17.09,16.44,17.03,16.73,19,57,1,425,258,4,1
20G36633,2023/2024,4,ING,GM,20,2003,F,5-15km,NON,15.59,15.58,15.07,17.63,15.59,16.61,16.1,20,60,0,440,412,4,1
20G86865,2023/2024,3,ING,GAM,22,2001,M,5-15km,NON,12.97,14.43,15.83,13.63,13.85,14.51,14.18,18,54,2,430,347,4,1
20G67342,2023/2024,3,ING,GAM,22,2001,M,<5km,NON,13.15,13.78,12.97,14.01,13.53,13.59,13.56,20,60,0,430,326,4,1
20G42044,2023/2024,4,ING,GMP,20,2003,F,<5km,OUI,11.66,10.98,13.66,13.68,11.25,13.67,12.46,18,54,2,435,336,4,1
20G69424,2023/2024,4,ING,GPR,22,2001,M,5-15km,OUI,9.74,9.18,9.72,12.08,9.4,11.14,10.27,18,54,2,425,261,4,1
20G97304,2023/2024,3,ING,GQHSE,22,2001,M,<5km,NON,14.59,17.82,16.07,16.81,16.53,16.51,16.52,20,60,0,420,390,4,1
20G11660,2023/2024,3,ING,Météorologie,22,2001,M,>15km,NON,5.53,9.01,5.32,9.16,7.62,7.62,7.62,16,48,4,415,267,4,0
20G11487,2023/2024,4,ING,GAM,20,2003,F,5-15km,NON,14.97,13.44,12.53,15.32,14.06,14.2,14.13,18,54,2,430,338,4,1
20G78551,2023/2024,3,ING,GIT,22,2001,F,<5km,NON,4.99,5.2,6.76,8.05,5.11,7.54,6.32,13,39,7,430,259,5,0
20G58741,2023/2024,4,ING,Météorologie,20,2003,F,>15km,NON,17.81,17.47,17.61,18.91,17.61,18.39,18.0,20,60,0,415,317,4,1
20G25473,2023/2024,3,ING,GCI,20,2003,F,5-15km,NON,12.43,13.05,12.46,16.38,12.8,14.81,13.81,20,60,0,440,363,4,1
20G45649,2023/2024,4,ING,GMP,22,2001,M,5-15km,OUI,14.62,13.81,12.21,14.69,14.14,13.7,13.92,18,54,2,435,242,4,1
20G85582,2023/2024,3,ING,GMP,22,2001,M,5-15km,NON,13.14,13.36,13.13,14.93,13.27,14.21,13.74,19,57,1,435,408,4,1
20G69663,2023/2024,4,ING,GQHSE,22,2001,F,<5km,OUI,14.0,14.06,12.14,14.63,14.04,13.63,13.83,18,54,2,420,287,4,1
20G75484,2023/2024,4,ING,GPR,22,2001,M,5-15km,NON,13.6,14.27,12.98,11.65,14.0,12.18,13.09,19,57,1,425,347,4,1
20G30618,2023/2024,3,ING,GESI,21,2002,M,>15km,OUI,13.62,13.58,9.86,10.33,13.6,10.15,11.87,20,60,0,425,340,5,1
20G98358,2023/2024,4,ING,GQHSE,22,2001,M,<5km,OUI,15.37,16.48,15.36,16.15,16.04,15.83,15.94,18,54,2,420,286,4,1
20G76692,2023/2024,3,ING,GAM,20,2003,M,<5km,OUI,11.84,14.19,11.07,12.27,13.25,11.79,12.52,18,54,2,430,345,4,1
20G42053,2023/2024,2,ING,Tronc_commun,20,2003,F,5-15km,NON,15.11,12.39,11.96,15.56,13.48,14.12,13.8,18,54,2,420,368,3,1
20G60197,2023/2024,4,ING,GPR,20,2003,M,<5km,NON,13.62,12.07,12.25,10.66,12.69,11.3,11.99,18,54,2,425,391,4,1
20G82465,2023/2024,4,ING,GESI,22,2001,F,<5km,NON,16.21,16.1,14.89,14.64,16.15,14.74,15.44,18,54,2,425,397,5,1
20G52179,2023/2024,3,ING,GIT,20,2003,F,>15km,NON,16.74,15.45,14.4,16.28,15.97,15.53,15.75,20,60,0,430,343,5,1
20G51934,2023/2024,4,ING,GCI,21,2002,M,>15km,NON,14.3,17.85,14.57,14.59,16.43,14.58,15.5,20,60,0,440,410,4,1
20G58864,2023/2024,4,ING,GPR,20,2003,M,<5km,NON,12.2,12.97,12.2,14.93,12.66,13.84,13.25,18,54,2,425,335,4,1
20G39253,2023/2024,4,ING,GE,22,2001,M,5-15km,NON,9.51,9.71,8.1,9.1,9.63,8.7,9.16,19,57,1,435,371,4,1
20G19034,2023/2024,2,ING,Tronc_commun,21,2002,F,5-15km,NON,14.28,12.21,12.38,12.68,13.04,12.56,12.8,19,57,1,420,368,3,1
20G52899,2023/2024,3,ING,GESI,20,2003,F,<5km,OUI,4.13,4.73,4.74,4.98,4.49,4.88,4.69,12,36,8,425,343,5,0
20G58354,2023/2024,3,ING,GIT,20,2003,F,>15km,NON,14.01,14.54,11.01,11.64,14.32,11.39,12.86,19,57,1,430,344,5,1
20G49834,2023/2024,4,ING,GCI,22,2001,M,5-15km,NON,12.21,15.12,12.92,15.98,13.96,14.76,14.36,20,60,0,440,380,4,1
20G58270,2023/2024,4,ING,GESI,22,2001,F,<5km,OUI,12.06,9.29,10.73,9.17,10.4,9.79,10.1,18,54,2,425,268,5,1
20G81638,2023/2024,4,ING,GE,20,2003,M,<5km,OUI,11.89,9.83,8.46,9.06,10.65,8.82,9.74,20,60,0,435,333,4,1
20G63744,2023/2024,4,ING,GIT,20,2003,M,>15km,NON,17.64,18.48,17.04,14.87,18.15,15.74,16.94,19,57,1,430,368,5,1
20G55406,2023/2024,4,ING,GPR,22,2001,M,5-15km,OUI,14.38,15.17,14.03,16.24,14.85,15.36,15.1,18,54,2,425,327,4,1
20G10191,2023/2024,4,ING,Météorologie,22,2001,F,>15km,NON,13.09,11.91,10.41,13.0,12.38,11.97,12.17,19,57,1,415,403,4,1
20G50306,2023/2024,4,ING,GIT,20,2003,M,>15km,NON,17.38,16.18,16.07,18.32,16.66,17.42,17.04,19,57,1,430,342,5,1
20G41217,2023/2024,4,ING,Météorologie,21,2002,F,<5km,NON,10.9,12.37,12.86,10.81,11.78,11.63,11.71,19,57,1,415,323,4,1
20G28661,2023/2024,4,ING,GPR,22,2001,F,<5km,OUI,5.56,3.13,5.73,4.26,4.1,4.85,4.48,12,36,8,425,329,4,0
20G15754,2023/2024,4,ING,GE,20,2003,F,>15km,NON,13.29,15.64,12.43,15.9,14.7,14.51,14.61,19,57,1,435,404,4,1
20G58823,2023/2024,4,ING,GQHSE,21,2002,M,>15km,NON,16.55,16.82,15.08,15.89,16.71,15.57,16.14,19,57,1,420,373,4,1
20G22527,2023/2024,2,ING,Tronc_commun,22,2001,M,>15km,NON,14.67,17.02,16.26,15.43,16.08,15.76,15.92,19,57,1,420,316,3,1
20G61688,2023/2024,4,ING,GPR,20,2003,M,5-15km,NON,11.65,12.79,10.7,12.08,12.34,11.53,11.93,19,57,1,425,381,4,1
20G96827,2023/2024,4,ING,GPR,20,2003,M,5-15km,OUI,5.71,2.66,4.59,3.66,3.88,4.03,3.96,16,48,4,425,237,4,0
20G44208,2023/2024,4,ING,GQHSE,21,2002,F,>15km,NON,7.91,7.96,7.21,8.92,7.94,8.24,8.09,13,39,7,420,268,4,0
20G52762,2023/2024,3,ING,GM,21,2002,F,5-15km,NON,5.98,4.81,3.93,7.15,5.27,5.87,5.57,18,54,2,440,281,4,0
20G40619,2023/2024,3,ING,Météorologie,20,2003,M,<5km,NON,15.46,15.57,14.36,16.23,15.53,15.48,15.5,20,60,0,415,340,4,1
20G86638,2023/2024,4,ING,GM,20,2003,M,<5km,NON,10.85,11.23,11.44,11.6,11.08,11.54,11.31,19,57,1,440,424,4,1
20G31544,2023/2024,4,ING,GMP,21,2002,F,5-15km,NON,13.98,12.23,12.87,14.25,12.93,13.7,13.31,19,57,1,435,336,4,1
20G63282,2023/2024,4,ING,GPR,20,2003,F,<5km,NON,15.73,14.14,13.22,14.97,14.78,14.27,14.52,19,57,1,425,393,4,1
20G69233,2023/2024,3,ING,GCI,21,2002,F,5-15km,NON,12.07,13.36,12.62,11.31,12.84,11.84,12.34,19,57,1,440,357,4,1
20G25717,2023/2024,4,ING,GE,20,2003,M,>15km,NON,5.96,6.52,3.66,7.01,6.3,5.67,5.98,12,36,8,435,324,4,0
20G49874,2023/2024,4,ING,GCI,22,2001,M,<5km,OUI,9.59,10.84,10.62,10.76,10.34,10.71,10.52,20,60,0,440,317,4,1
20G52964,2023/2024,4,ING,GMP,20,2003,M,>15km,NON,18.17,19.59,17.49,18.47,19.02,18.08,18.55,19,57,1,435,340,4,1
20G42534,2023/2024,4,ING,GIT,21,2002,F,>15km,NON,16.49,17.54,15.99,18.31,17.12,17.39,17.25,19,57,1,430,416,5,1
20G16416,2023/2024,3,ING,GIT,22,2001,F,5-15km,NON,16.69,17.33,17.78,19.28,17.08,18.68,17.88,20,60,0,430,343,5,1
20G32789,2023/2024,1,ING,Tronc_commun,20,2003,F,5-15km,NON,16.46,17.15,16.68,16.29,16.87,16.45,16.66,19,57,1,420,388,3,1
20G82869,2023/2024,3,ING,GIT,22,2001,M,<5km,NON,18.74,18.64,18.26,18.24,18.68,18.25,18.47,18,54,2,430,340,5,1
20G70560,2023/2024,3,ING,GQHSE,20,2003,M,<5km,NON,6.6,7.05,7.11,10.21,6.87,8.97,7.92,13,39,7,420,217,4,0
20G11567,2023/2024,4,ING,GM,20,2003,M,<5km,NON,10.17,10.2,12.47,13.29,10.19,12.96,11.58,19,57,1,440,372,4,1
20G35969,2023/2024,3,ING,GESI,21,2002,F,>15km,NON,17.61,15.02,17.22,16.36,16.05,16.7,16.38,18,54,2,425,364,5,1
20G92614,2023/2024,4,ING,GE,22,2001,M,>15km,NON,13.45,16.03,13.39,16.66,15.0,15.35,15.18,20,60,0,435,425,4,1
20G86823,2023/2024,4,ING,GMP,21,2002,M,<5km,NON,13.45,15.57,12.35,14.32,14.72,13.53,14.13,18,54,2,435,387,4,1
20G18450,2023/2024,3,ING,GCI,20,2003,F,<5km,NON,14.73,12.97,14.04,12.31,13.68,13.0,13.34,20,60,0,440,369,4,1
20G22055,2023/2024,4,ING,GE,21,2002,M,<5km,NON,15.66,16.43,13.72,17.91,16.12,16.23,16.18,19,57,1,435,420,4,1
20G70423,2023/2024,3,ING,GIT,20,2003,M,>15km,OUI,12.8,15.13,11.92,14.14,14.2,13.25,13.73,20,60,0,430,335,5,1
20G66774,2023/2024,4,ING,GPR,22,2001,F,5-15km,OUI,4.21,4.4,4.79,4.4,4.33,4.56,4.44,18,54,2,425,260,4,0
20G13864,2023/2024,3,ING,GAM,21,2002,F,<5km,OUI,11.52,12.83,11.62,12.68,12.3,12.26,12.28,18,54,2,430,239,4,1
20G56392,2023/2024,4,ING,GQHSE,20,2003,M,5-15km,OUI,11.56,12.23,10.89,10.79,11.96,10.83,11.4,18,54,2,420,296,4,1
20G46681,2023/2024,3,ING,GIT,21,2002,M,<5km,NON,8.37,9.48,9.6,11.32,9.04,10.63,9.84,19,57,1,430,348,5,1
20G90492,2023/2024,4,ING,GM,22,2001,M,>15km,NON,14.29,14.12,12.13,16.25,14.19,14.6,14.4,18,54,2,440,388,4,1
20G48680,2023/2024,4,ING,GIT,21,2002,F,>15km,NON,17.4,19.22,15.81,19.58,18.5,18.07,18.28,18,54,2,430,386,5,1
20G72787,2023/2024,4,ING,GAM,20,2003,M,5-15km,OUI,12.35,11.49,14.03,13.07,11.83,13.46,12.65,19,57,1,430,356,4,1
20G60202,2023/2024,2,ING,Tronc_commun,20,2003,F,<5km,NON,14.77,18.65,14.59,18.44,17.09,16.9,17.0,20,60,0,420,334,3,1
20G94233,2023/2024,4,ING,GIT,22,2001,M,>15km,NON,12.21,12.45,9.49,12.68,12.35,11.4,11.88,19,57,1,430,389,5,1
20G81258,2023/2024,4,ING,GESI,20,2003,F,>15km,NON,14.39,13.24,15.83,13.42,13.7,14.38,14.04,20,60,0,425,395,5,1
20G57069,2023/2024,3,ING,GIT,21,2002,F,5-15km,NON,17.12,17.52,15.61,17.75,17.36,16.9,17.13,20,60,0,430,384,5,1
20G84141,2023/2024,3,ING,GAM,22,2001,F,5-15km,OUI,16.8,18.87,18.93,19.45,18.04,19.24,18.64,19,57,1,430,305,4,1
20G45446,2023/2024,4,ING,GCI,20,2003,M,5-15km,NON,10.64,9.99,9.16,12.9,10.25,11.4,10.83,18,54,2,440,413,4,1
